datetime,price
2019-12-31,0.03285
2020-01-01,0.03348
2020-01-02,0.03269
2020-01-03,0.03417
2020-01-04,0.03434
2020-01-05,0.0346
2020-01-06,0.03732
2020-01-07,0.037
2020-01-08,0.03631
2020-01-09,0.03616
2020-01-10,0.03693
2020-01-11,0.03678
2020-01-12,0.03792
2020-01-13,0.03682
2020-01-14,0.04161
2020-01-15,0.04275
2020-01-16,0.04168
2020-01-17,0.0449
2020-01-18,0.04489
2020-01-19,0.042
2020-01-20,0.04378
2020-01-21,0.04602
2020-01-22,0.04575
2020-01-23,0.04318
2020-01-24,0.04495
2020-01-25,0.04314
2020-01-26,0.04477
2020-01-27,0.04796
2020-01-28,0.0529
2020-01-29,0.05329
2020-01-30,0.05614
2020-01-31,0.0539
2020-02-01,0.0561
2020-02-02,0.0557
2020-02-03,0.05696
2020-02-04,0.05601
2020-02-05,0.05933
2020-02-06,0.06008
2020-02-07,0.05987
2020-02-08,0.06002
2020-02-09,0.06188
2020-02-10,0.06029
2020-02-11,0.06335
2020-02-12,0.06817
2020-02-13,0.06867
2020-02-14,0.07074
2020-02-15,0.06426
2020-02-16,0.06146
2020-02-17,0.06019
2020-02-18,0.06274
2020-02-19,0.05737
2020-02-20,0.05815
2020-02-21,0.05853
2020-02-22,0.05825
2020-02-23,0.06145
2020-02-24,0.05906
2020-02-25,0.05603
2020-02-26,0.04915
2020-02-27,0.04986
2020-02-28,0.04885
2020-02-29,0.0471
2020-03-01,0.04561
2020-03-02,0.04923
2020-03-03,0.04866
2020-03-04,0.04898
2020-03-05,0.05096
2020-03-06,0.05174
2020-03-07,0.04879
2020-03-08,0.04291
2020-03-09,0.04156
2020-03-10,0.04146
2020-03-11,0.03969
2020-03-12,0.02329
2020-03-13,0.02843
2020-03-14,0.02582
2020-03-15,0.02693
2020-03-16,0.02423
2020-03-17,0.02575
2020-03-18,0.02607
2020-03-19,0.0303
2020-03-20,0.02946
2020-03-21,0.02948
2020-03-22,0.02703
2020-03-23,0.02925
2020-03-24,0.03023
2020-03-25,0.02945
2020-03-26,0.03086
2020-03-27,0.02882
2020-03-28,0.02975
2020-03-29,0.02806
2020-03-30,0.02965
2020-03-31,0.03045
2020-04-01,0.03097
2020-04-02,0.03188
2020-04-03,0.03231
2020-04-04,0.03244
2020-04-05,0.0319
2020-04-06,0.03592
2020-04-07,0.03525
2020-04-08,0.03639
2020-04-09,0.03607
2020-04-10,0.03321
2020-04-11,0.03343
2020-04-12,0.03347
2020-04-13,0.03311
2020-04-14,0.03312
2020-04-15,0.03185
2020-04-16,0.03446
2020-04-17,0.03432
2020-04-18,0.03654
2020-04-19,0.03549
2020-04-20,0.03391
2020-04-21,0.03454
2020-04-22,0.03664
2020-04-23,0.04088
2020-04-24,0.04165
2020-04-25,0.04222
2020-04-26,0.04593
2020-04-27,0.04648
2020-04-28,0.04679
2020-04-29,0.05146
2020-04-30,0.04752
2020-05-01,0.05091
2020-05-02,0.0509
2020-05-03,0.04898
2020-05-04,0.04942
2020-05-05,0.04945
2020-05-06,0.04889
2020-05-07,0.05123
2020-05-08,0.05201
2020-05-09,0.05145
2020-05-10,0.04755
2020-05-11,0.04779
2020-05-12,0.05043
2020-05-13,0.05147
2020-05-14,0.05098
2020-05-15,0.05026
2020-05-16,0.051
2020-05-17,0.05129
2020-05-18,0.05434
2020-05-19,0.05677
2020-05-20,0.05689
2020-05-21,0.05207
2020-05-22,0.05576
2020-05-23,0.0549
2020-05-24,0.05125
2020-05-25,0.0539
2020-05-26,0.05355
2020-05-27,0.05513
2020-05-28,0.06502
2020-05-29,0.06469
2020-05-30,0.07691
2020-05-31,0.0739
2020-06-01,0.08093
2020-06-02,0.07872
2020-06-03,0.08558
2020-06-04,0.08882
2020-06-05,0.08517
2020-06-06,0.08614
2020-06-07,0.08657
2020-06-08,0.08648
2020-06-09,0.08291
2020-06-10,0.0836
2020-06-11,0.07527
2020-06-12,0.07948
2020-06-13,0.07906
2020-06-14,0.07642
2020-06-15,0.07824
2020-06-16,0.07925
2020-06-17,0.08349
2020-06-18,0.08176
2020-06-19,0.07987
2020-06-20,0.07953
2020-06-21,0.07841
2020-06-22,0.08355
2020-06-23,0.08276
2020-06-24,0.08254
2020-06-25,0.08167
